1,0
6,10
11,30
16,68
21,91
26,138
31,272
36,314
41,381
46,484
51,676
56,656
61,928
66,1020
71,1277
76,1478
81,1305
86,1748
91,2000
96,2141
101,2371
106,2777
111,2596
116,3265
121,3619
126,4072
131,4559
136,4156
141,4961
146,4508
151,5433
156,5857
161,5998
166,5660
171,6874
176,7696
181,8324
186,7822
191,9141
196,8974
201,9964
206,9993
211,10998
216,10752
221,11900
226,11398
231,13483
236,12697
241,12977
246,14813
