1,0
6,2
11,24
16,73
21,112
26,190
31,203
36,291
41,420
46,418
51,549
56,765
61,939
66,769
71,1104
76,1388
81,1599
86,1788
91,1815
96,2302
101,2423
106,2504
111,2692
116,3174
121,3111
126,3553
131,4336
136,4224
141,5061
146,5141
151,5535
156,5357
161,6364
166,6217
171,7529
176,6770
181,7743
186,7326
191,9384
196,9611
201,9590
206,9581
211,10280
216,10522
221,10976
226,12425
231,13413
236,13372
241,12811
246,14324
